congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,S001176,Scalise,LA,1,R,75,1,0.96216352,42
116,house,S001176,Scalise,LA,1,R,73,0.972602739726027,0.96644839,42
0,house,S001180,Schrader,OR,5,Democrat,168,0.220238095238095,0.41225904,-4.2
115,house,S001180,Schrader,OR,5,D,95,0.326315789473684,0.60663956,-4.2
116,house,S001180,Schrader,OR,5,D,73,0.0821917808219178,0.15929808,-4.2
0,house,S001183,Schweikert,AZ,6,Republican,169,0.905325443786982,0.76109274,10
115,house,S001183,Schweikert,AZ,6,R,96,0.895833333333333,0.85428917,10
116,house,S001183,Schweikert,AZ,6,R,73,0.917808219178082,0.63853306,10
0,house,S001185,Sewell,AL,7,Democrat,164,0.189024390243902,0.13197437,-41.2
115,house,S001185,Sewell,AL,7,D,93,0.290322580645161,0.19754154,-41.2
116,house,S001185,Sewell,AL,7,D,71,0.0563380281690141,0.04609061,-41.2
0,house,S001187,Stivers,OH,15,Republican,158,0.955696202531646,0.85976072,15.4
115,house,S001187,Stivers,OH,15,R,91,0.989010989010989,0.9003995,15.4
116,house,S001187,Stivers,OH,15,R,67,0.91044776119403,0.80456475,15.4
0,house,S001189,Scott,GA,8,Republican,169,0.964497041420118,0.94576963,28.9
115,house,S001189,Scott,GA,8,R,96,0.989583333333333,0.94529712,28.9
116,house,S001189,Scott,GA,8,R,73,0.931506849315068,0.94639101,28.9
0,house,S001190,Schneider,IL,10,Democrat,167,0.245508982035928,0.16259204,-29.4
115,house,S001190,Schneider,IL,10,D,94,0.393617021276596,0.24913421,-29.4
116,house,S001190,Schneider,IL,10,D,73,0.0547945205479452,0.05115418,-29.4
115,house,S001191,Sinema,AZ,9,D,91,0.626373626373626,0.36384563,-16.3
0,house,S001192,Stewart,UT,2,Republican,165,0.957575757575758,0.83834458,14
115,house,S001192,Stewart,UT,2,R,92,0.945652173913043,0.88999112,14
116,house,S001192,Stewart,UT,2,R,73,0.972602739726027,0.77325579,14
0,house,S001193,Swalwell,CA,15,Democrat,157,0.159235668789809,0.12780427,-45.7
115,house,S001193,Swalwell,CA,15,D,93,0.236559139784946,0.18189683,-45.7
116,house,S001193,Swalwell,CA,15,D,64,0.046875,0.04920104,-45.7
0,house,S001195,Smith,MO,8,Republican,166,0.939759036144578,0.95818735,54.4
115,house,S001195,Smith,MO,8,R,93,0.913978494623656,0.94759591,54.4
116,house,S001195,Smith,MO,8,R,73,0.972602739726027,0.97168055,54.4
0,house,S001196,Stefanik,NY,21,Republican,169,0.781065088757396,0.838942,13.9
115,house,S001196,Stefanik,NY,21,R,96,0.895833333333333,0.89100666,13.9
116,house,S001196,Stefanik,NY,21,R,73,0.63013698630137,0.77047342,13.9
0,house,S001199,Smucker,PA,11,Republican,164,0.957317073170732,0.86190067,25.8
115,house,S001199,Smucker,PA,16,R,96,0.958333333333333,0.81333017,6.8
116,house,S001199,Smucker,PA,11,R,68,0.955882352941177,0.93047079,25.8
0,house,S001200,Soto,FL,9,Democrat,168,0.154761904761905,0.28109672,-12.9
115,house,S001200,Soto,FL,9,D,96,0.229166666666667,0.4296077,-12.9
116,house,S001200,Soto,FL,9,D,72,0.0555555555555556,0.08308207,-12.9
0,house,S001201,Suozzi,NY,3,Democrat,166,0.216867469879518,0.37178585,-6.1
115,house,S001201,Suozzi,NY,3,D,93,0.344086021505376,0.55953314,-6.1
116,house,S001201,Suozzi,NY,3,D,73,0.0547945205479452,0.13260095,-6.1
0,house,S001205,Scanlon,PA,5,Democrat,76,0.0657894736842105,0.08044325,-28.2
115,house,S001205,Scanlon,PA,7,D,3,0.666666666666667,0.76999532,-2.3
116,house,S001205,Scanlon,PA,5,D,73,0.0410958904109589,0.05210549,-28.2
0,house,S001206,Shalala,FL,27,Democrat,73,0.0547945205479452,0.06283514,-19.6
116,house,S001206,Shalala,FL,27,D,73,0.0547945205479452,0.06283514,-19.6
0,house,S001207,Sherrill,NJ,11,Democrat,72,0.0555555555555556,0.27914213,0.9
116,house,S001207,Sherrill,NJ,11,D,72,0.0555555555555556,0.27914213,0.9
0,house,S001208,Slotkin,MI,8,Democrat,73,0.0547945205479452,0.50151913,6.7
116,house,S001208,Slotkin,MI,8,D,73,0.0547945205479452,0.50151913,6.7
0,house,S001209,Spanberger,VA,7,Democrat,73,0.0821917808219178,0.49298544,6.5
116,house,S001209,Spanberger,VA,7,D,73,0.0821917808219178,0.49298544,6.5
0,house,S001210,Spano,FL,15,Republican,72,0.930555555555556,0.63848081,10
116,house,S001210,Spano,FL,15,R,72,0.930555555555556,0.63848081,10
0,house,S001211,Stanton,AZ,9,Democrat,73,0.0684931506849315,0.07028052,-16.3
116,house,S001211,Stanton,AZ,9,D,73,0.0684931506849315,0.07028052,-16.3
0,house,S001212,Stauber,MN,8,Republican,73,0.904109589041096,0.81356608,15.6
116,house,S001212,Stauber,MN,8,R,73,0.904109589041096,0.81356608,15.6
0,house,S001213,Steil,WI,1,Republican,72,0.944444444444444,0.64829925,10.3
116,house,S001213,Steil,WI,1,R,72,0.944444444444444,0.64829925,10.3
0,house,S001214,Steube,FL,17,Republican,72,0.958333333333333,0.9395797,27.2
116,house,S001214,Steube,FL,17,R,72,0.958333333333333,0.9395797,27.2
0,house,S001215,Stevens,MI,11,Democrat,73,0.0547945205479452,0.40523226,4.4
116,house,S001215,Stevens,MI,11,D,73,0.0547945205479452,0.40523226,4.4
0,house,S001216,Schrier,WA,8,Democrat,72,0.0555555555555556,0.1816892,-3
116,house,S001216,Schrier,WA,8,D,72,0.0555555555555556,0.1816892,-3
0,house,T000193,Thompson,MS,2,Democrat,160,0.125,0.16866573,-28.5
115,house,T000193,Thompson,MS,2,D,91,0.175824175824176,0.25495464,-28.5
116,house,T000193,Thompson,MS,2,D,69,0.0579710144927536,0.05486441,-28.5
0,house,T000238,Thornberry,TX,13,Republican,167,0.970059880239521,0.95781039,63
115,house,T000238,Thornberry,TX,13,R,96,0.979166666666667,0.94690775,63
116,house,T000238,Thornberry,TX,13,R,71,0.957746478873239,0.97255198,63
0,house,T000460,Thompson,CA,5,Democrat,165,0.145454545454545,0.12311296,-44.9
115,house,T000460,Thompson,CA,5,D,93,0.225806451612903,0.18430643,-44.9
116,house,T000460,Thompson,CA,5,D,72,0.0416666666666667,0.0440714,-44.9
0,house,T000462,Tiberi,OH,12,Republican,58,0.982758620689655,0.86721055,11.3
115,house,T000462,Tiberi,OH,12,R,58,0.982758620689655,0.86721055,11.3
0,house,T000463,Turner,OH,10,Republican,168,0.952380952380952,0.69524535,7.3
115,house,T000463,Turner,OH,10,R,96,0.958333333333333,0.82040669,7.3
116,house,T000463,Turner,OH,10,R,72,0.944444444444444,0.52836357,7.3
0,house,T000465,Tsongas,MA,3,Democrat,88,0.193181818181818,0.27662097,-22.8
115,house,T000465,Tsongas,MA,3,D,88,0.193181818181818,0.27662097,-22.8
0,house,T000467,Thompson,PA,15,Republican,167,0.982035928143713,0.95419249,43.3
115,house,T000467,Thompson,PA,5,R,96,0.989583333333333,0.94518355,28.8
116,house,T000467,Thompson,PA,15,R,71,0.971830985915493,0.96637359,43.3
0,house,T000468,Titus,NV,1,Democrat,164,0.103658536585366,0.15606322,-29
115,house,T000468,Titus,NV,1,D,92,0.152173913043478,0.23736595,-29
116,house,T000468,Titus,NV,1,D,72,0.0416666666666667,0.05217641,-29
0,house,T000469,Tonko,NY,20,Democrat,166,0.13855421686747,0.27209568,-13.5
115,house,T000469,Tonko,NY,20,D,93,0.225806451612903,0.4232879,-13.5
116,house,T000469,Tonko,NY,20,D,73,0.0273972602739726,0.07948093,-13.5
0,house,T000470,Tipton,CO,3,Republican,167,0.946107784431138,0.80353878,12
115,house,T000470,Tipton,CO,3,R,94,0.957446808510638,0.87486637,12
116,house,T000470,Tipton,CO,3,R,73,0.931506849315068,0.71169230000000006,12
0,house,T000472,Takano,CA,41,Democrat,166,0.126506024096386,0.16930351,-27.9
115,house,T000472,Takano,CA,41,D,94,0.180851063829787,0.25832221,-27.9
116,house,T000472,Takano,CA,41,D,72,0.0555555555555556,0.05308466,-27.9
0,house,T000474,Torres,CA,35,Democrat,166,0.168674698795181,0.1351126,-40.8
115,house,T000474,Torres,CA,35,D,94,0.265957446808511,0.20366703,-40.8
116,house,T000474,Torres,CA,35,D,72,0.0416666666666667,0.04561098,-40.8
0,house,T000475,Trott,MI,11,Republican,90,0.988888888888889,0.77224179,4.4
115,house,T000475,Trott,MI,11,R,90,0.988888888888889,0.77224179,4.4
0,house,T000477,Taylor,VA,2,Republican,93,0.978494623655914,0.75902563,3.4
115,house,T000477,Taylor,VA,2,R,93,0.978494623655914,0.75902563,3.4
0,house,T000478,Tenney,NY,22,Republican,96,0.96875,0.90237522,15.5
115,house,T000478,Tenney,NY,22,R,96,0.96875,0.90237522,15.5
0,house,T000479,Taylor,TX,3,Republican,73,0.958904109589041,0.77872662,14.2
116,house,T000479,Taylor,TX,3,R,73,0.958904109589041,0.77872662,14.2
0,house,T000480,Timmons,SC,4,Republican,65,0.938461538461538,0.93235171,25.7
116,house,T000480,Timmons,SC,4,R,65,0.938461538461538,0.93235171,25.7
0,house,T000481,Tlaib,MI,13,Democrat,73,0.0821917808219178,0.03901126,-60.7
116,house,T000481,Tlaib,MI,13,D,73,0.0821917808219178,0.03901126,-60.7
0,house,T000482,Trahan,MA,3,Democrat,73,0.0410958904109589,0.05779252,-22.8
116,house,T000482,Trahan,MA,3,D,73,0.0410958904109589,0.05779252,-22.8
0,house,T000483,Trone,MD,6,Democrat,73,0.0547945205479452,0.07381619,-15.1
116,house,T000483,Trone,MD,6,D,73,0.0547945205479452,0.07381619,-15.1
0,house,T000484,Torres Small,NM,2,Democrat,73,0.0958904109589041,0.64630211,10.2
116,house,T000484,Torres Small,NM,2,D,73,0.0958904109589041,0.64630211,10.2
0,house,U000031,Upton,MI,6,Republican,168,0.81547619047619,0.72104202,8.4
115,house,U000031,Upton,MI,6,R,95,0.947368421052632,0.83431314,8.4
116,house,U000031,Upton,MI,6,R,73,0.643835616438356,0.57363441,8.4
0,house,U000040,Underwood,IL,14,Democrat,73,0.0547945205479452,0.38527284,3.9
116,house,U000040,Underwood,IL,14,D,73,0.0547945205479452,0.38527284,3.9
0,house,V000081,Velázquez,NY,7,Democrat,165,0.0727272727272727,0.09855543,-76.5
115,house,V000081,Velázquez,NY,7,D,94,0.106382978723404,0.14510308,-76.5
116,house,V000081,Velázquez,NY,7,D,71,0.028169014084507,0.03692896,-76.5
0,house,V000108,Visclosky,IN,1,Democrat,168,0.148809523809524,0.28422871,-12.6
115,house,V000108,Visclosky,IN,1,D,96,0.229166666666667,0.43492612,-12.6
116,house,V000108,Visclosky,IN,1,D,72,0.0416666666666667,0.08329881,-12.6
0,house,V000129,Valadao,CA,21,Republican,94,0.978723404255319,0.38805628,-15.5
115,house,V000129,Valadao,CA,21,R,94,0.978723404255319,0.38805628,-15.5
0,house,V000130,Vargas,CA,51,Democrat,166,0.108433734939759,0.12243538,-49
115,house,V000130,Vargas,CA,51,D,94,0.159574468085106,0.18349318,-49
116,house,V000130,Vargas,CA,51,D,72,0.0416666666666667,0.04272103,-49
0,house,V000131,Veasey,TX,33,Democrat,164,0.152439024390244,0.11158222,-49.2
115,house,V000131,Veasey,TX,33,D,93,0.225806451612903,0.16374231,-49.2
116,house,V000131,Veasey,TX,33,D,71,0.0563380281690141,0.04325986,-49.2
0,house,V000132,Vela,TX,34,Democrat,164,0.164634146341463,0.18661975,-21.5
115,house,V000132,Vela,TX,34,D,91,0.241758241758242,0.28848024,-21.5
116,house,V000132,Vela,TX,34,D,73,0.0684931506849315,0.05964299,-21.5
0,house,V000133,Van Drew,NJ,2,Republican,72,0.180555555555556,0.41540883,4.6
116,house,V000133,Van Drew,NJ,2,R,72,0.180555555555556,0.49980939,4.6
0,house,W000187,Waters,CA,43,Democrat,167,0.0838323353293413,0.10842281,-61.7
115,house,W000187,Waters,CA,43,D,95,0.115789473684211,0.16079574,-61.7
116,house,W000187,Waters,CA,43,D,72,0.0416666666666667,0.03931963,-61.7
0,house,W000791,Walden,OR,2,Republican,169,0.905325443786982,0.91003475,20.1
115,house,W000791,Walden,OR,2,R,96,0.989583333333333,0.925617,20.1
116,house,W000791,Walden,OR,2,R,73,0.794520547945205,0.88954304,20.1
0,house,W000795,Wilson,SC,2,Republican,166,0.969879518072289,0.88979421,17.7
115,house,W000795,Wilson,SC,2,R,96,0.979166666666667,0.91505687,17.7
116,house,W000795,Wilson,SC,2,R,70,0.957142857142857,0.85514827,17.7
0,house,W000797,Wasserman Schultz,FL,23,Democrat,166,0.126506024096386,0.16949803,-26.1
115,house,W000797,Wasserman Schultz,FL,23,D,93,0.182795698924731,0.26015349,-26.1
116,house,W000797,Wasserman Schultz,FL,23,D,73,0.0547945205479452,0.05400544,-26.1
0,house,W000798,Walberg,MI,7,Republican,168,0.982142857142857,0.88160647,17
115,house,W000798,Walberg,MI,7,R,96,0.989583333333333,0.91136246,17
116,house,W000798,Walberg,MI,7,R,72,0.972222222222222,0.84193182,17
0,house,W000799,Walz,MN,1,Democrat,73,0.205479452054795,0.8924946,14.9
115,house,W000799,Walz,MN,1,D,73,0.205479452054795,0.8924946,14.9
0,house,W000800,Welch,VT,0,Democrat,167,0.125748502994012,0.17453622,-26.40835124
115,house,W000800,Welch,VT,0,D,95,0.189473684210526,0.2655481,-26.40835124
116,house,W000800,Welch,VT,0,D,72,0.0416666666666667,0.05445111,-26.40835124
0,house,W000804,Wittman,VA,1,Republican,167,0.92814371257485,0.81112948,12.4
115,house,W000804,Wittman,VA,1,R,94,0.904255319148936,0.8780261,12.4
116,house,W000804,Wittman,VA,1,R,73,0.958904109589041,0.72498863,12.4
0,house,W000806,Webster,FL,11,Republican,158,0.924050632911392,0.95578945,32.3
115,house,W000806,Webster,FL,11,R,90,0.911111111111111,0.95099871,32.3
116,house,W000806,Webster,FL,11,R,68,0.941176470588235,0.96213014,32.3
0,house,W000808,Wilson,FL,24,Democrat,146,0.10958904109589,0.10362906,-67.5
115,house,W000808,Wilson,FL,24,D,82,0.158536585365854,0.1510877,-67.5
116,house,W000808,Wilson,FL,24,D,64,0.046875,0.04282268,-67.5
0,house,W000809,Womack,AR,3,Republican,169,0.982248520710059,0.94994408,31.4
115,house,W000809,Womack,AR,3,R,96,0.989583333333333,0.94762677,31.4
116,house,W000809,Womack,AR,3,R,73,0.972602739726027,0.95299152,31.4
0,house,W000810,Woodall,GA,7,Republican,169,0.982248520710059,0.66711292,6.3
115,house,W000810,Woodall,GA,7,R,96,0.979166666666667,0.80600284,6.3
116,house,W000810,Woodall,GA,7,R,73,0.986301369863014,0.48446317,6.3
0,house,W000812,Wagner,MO,2,Republican,165,0.951515151515152,0.77013121,10.3
115,house,W000812,Wagner,MO,2,R,95,0.968421052631579,0.85732307,10.3
116,house,W000812,Wagner,MO,2,R,70,0.928571428571429,0.65179939,10.3
0,house,W000813,Walorski,IN,2,Republican,168,0.952380952380952,0.92776746,23.2
115,house,W000813,Walorski,IN,2,R,96,0.958333333333333,0.93530616,23.2
116,house,W000813,Walorski,IN,2,R,72,0.944444444444444,0.91771587,23.2
0,house,W000814,Weber,TX,14,Republican,162,0.944444444444444,0.90489117,19.8
115,house,W000814,Weber,TX,14,R,93,0.924731182795699,0.92227873,19.8
116,house,W000814,Weber,TX,14,R,69,0.971014492753623,0.88145576,19.8
0,house,W000815,Wenstrup,OH,2,Republican,167,0.958083832335329,0.87250891,16.1
115,house,W000815,Wenstrup,OH,2,R,96,0.958333333333333,0.90615324,16.1
116,house,W000815,Wenstrup,OH,2,R,71,0.957746478873239,0.82701798,16.1
0,house,W000816,Williams,TX,25,Republican,166,0.94578313253012,0.85373675,14.9
115,house,W000816,Williams,TX,25,R,95,0.926315789473684,0.89801943,14.9
116,house,W000816,Williams,TX,25,R,71,0.971830985915493,0.79448528,14.9
0,house,W000819,Walker,NC,6,Republican,151,0.940397350993378,0.85750568,14.7
115,house,W000819,Walker,NC,6,R,91,0.923076923076923,0.89388693,14.7
116,house,W000819,Walker,NC,6,R,60,0.966666666666667,0.80232747,14.7
0,house,W000820,Walters,CA,45,Republican,94,0.98936170212766,0.57844199,-5.4
115,house,W000820,Walters,CA,45,R,94,0.98936170212766,0.57844199,-5.4
0,house,W000821,Westerman,AR,4,Republican,169,0.946745562130177,0.95182439,32.9
115,house,W000821,Westerman,AR,4,R,96,0.9375,0.94862569,32.9
116,house,W000821,Westerman,AR,4,R,73,0.958904109589041,0.95603091,32.9
0,house,W000822,Watson Coleman,NJ,12,Democrat,168,0.0595238095238095,0.15012566,-33.2
115,house,W000822,Watson Coleman,NJ,12,D,95,0.0842105263157895,0.228118,-33.2
116,house,W000822,Watson Coleman,NJ,12,D,73,0.0273972602739726,0.04862877,-33.2
0,house,W000823,Waltz,FL,6,Republican,73,0.904109589041096,0.84263765,17
116,house,W000823,Waltz,FL,6,R,73,0.904109589041096,0.84263765,17
0,house,W000824,Watkins,KS,2,Republican,72,0.958333333333333,0.86934294,18.4
116,house,W000824,Watkins,KS,2,R,72,0.958333333333333,0.86934294,18.4
0,house,W000825,Wexton,VA,10,Democrat,73,0.0547945205479452,0.09738071,-10
116,house,W000825,Wexton,VA,10,D,73,0.0547945205479452,0.09738071,-10
0,house,W000826,Wild,PA,7,Democrat,76,0.0921052631578947,0.24795605,-1.1
115,house,W000826,Wild,PA,15,D,3,0.666666666666667,0.86920674,7.6
116,house,W000826,Wild,PA,7,D,73,0.0684931506849315,0.2224252,-1.1
0,house,W000827,Wright,TX,6,Republican,68,0.955882352941177,0.72016177,12.3
116,house,W000827,Wright,TX,6,R,68,0.955882352941177,0.72016177,12.3
0,house,Y000033,Young,AK,0,Republican,166,0.897590361445783,0.85277076,14.73064079
115,house,Y000033,Young,AK,0,R,96,0.927083333333333,0.89715152,14.73064079
116,house,Y000033,Young,AK,0,R,70,0.857142857142857,0.79190571,14.73064079
0,house,Y000062,Yarmuth,KY,3,Democrat,166,0.13855421686747,0.25246437,-15
115,house,Y000062,Yarmuth,KY,3,D,93,0.204301075268817,0.39244247,-15
116,house,Y000062,Yarmuth,KY,3,D,73,0.0547945205479452,0.0741361,-15
0,house,Y000063,Yoder,KS,3,Republican,94,0.925531914893617,0.67076822,-1.2
115,house,Y000063,Yoder,KS,3,R,94,0.925531914893617,0.67076822,-1.2
0,house,Y000065,Yoho,FL,3,Republican,162,0.938271604938272,0.87221245,16
115,house,Y000065,Yoho,FL,3,R,92,0.91304347826087,0.90448453,16
116,house,Y000065,Yoho,FL,3,R,70,0.971428571428571,0.82979772,16
0,house,Y000066,Young,IA,3,Republican,96,0.989583333333333,0.76046635,3.5
115,house,Y000066,Young,IA,3,R,96,0.989583333333333,0.76046635,3.5
0,house,Z000017,Zeldin,NY,1,Republican,169,0.881656804733728,0.81025296,12.3
115,house,Z000017,Zeldin,NY,1,R,96,0.864583333333333,0.87758287,12.3
116,house,Z000017,Zeldin,NY,1,R,73,0.904109589041096,0.72170952,12.3
0,house,Z000018,Zinke,MT,0,Republican,1,1,0.99438858,20.42273211
115,house,Z000018,Zinke,MT,0,R,1,1,0.99438858,20.42273211
0,senate,A000360,Alexander,TN,,Republican,113,0.902654867256637,0.86757791,26.0057009
115,senate,A000360,Alexander,TN,,R,80,0.9375,0.87959201,26.0057009
116,senate,A000360,Alexander,TN,,R,33,0.818181818181818,0.83845282,26.0057009
0,senate,B000575,Blunt,MO,,Republican,120,0.933333333333333,0.80684347,18.637117
115,senate,B000575,Blunt,MO,,R,84,0.964285714285714,0.8299707,18.637117
116,senate,B000575,Blunt,MO,,R,36,0.861111111111111,0.75287995,18.637117
0,senate,B000944,Brown,OH,,Democrat,120,0.266666666666667,0.65865244,8.1295744
115,senate,B000944,Brown,OH,,D,83,0.301204819277108,0.69004529,8.1295744
116,senate,B000944,Brown,OH,,D,37,0.189189189189189,0.58823063,8.1295744
0,senate,B001135,Burr,NC,,Republican,115,0.921739130434783,0.57388186,3.65522853
115,senate,B001135,Burr,NC,,R,81,0.925925925925926,0.60337882,3.65522853
116,senate,B001135,Burr,NC,,R,34,0.911764705882353,0.5036097,3.65522853
0,senate,B001230,Baldwin,WI,,Democrat,120,0.233333333333333,0.52345513,0.7643432
115,senate,B001230,Baldwin,WI,,D,83,0.253012048192771,0.55965646,0.7643432
116,senate,B001230,Baldwin,WI,,D,37,0.189189189189189,0.44224673,0.7643432
0,senate,B001236,Boozman,AR,,Republican,121,0.942148760330578,0.87290983,26.92097803
115,senate,B001236,Boozman,AR,,R,84,0.964285714285714,0.88744937,26.92097803
116,senate,B001236,Boozman,AR,,R,37,0.891891891891892,0.83990114,26.92097803
0,senate,B001243,Blackburn,TN,,Republican,123,0.91869918699187,0.91250114,26.0057009
116,senate,B001243,Blackburn,TN,,R,36,0.916666666666667,0.83241681,26.0057009
0,senate,B001261,Barrasso,WY,,Republican,121,0.917355371900826,0.91754858,46.29527573
115,senate,B001261,Barrasso,WY,,R,84,0.916666666666667,0.92394906,46.29527573
116,senate,B001261,Barrasso,WY,,R,37,0.918918918918919,0.90301775,46.29527573
0,senate,B001267,Bennet,CO,,Democrat,113,0.283185840707965,0.42823405,-4.90558301
115,senate,B001267,Bennet,CO,,D,84,0.30952380952381,0.45142381,-4.90558301
116,senate,B001267,Bennet,CO,,D,29,0.206896551724138,0.3610637,-4.90558301
0,senate,B001277,Blumenthal,CT,,Democrat,120,0.208333333333333,0.30040163,-13.63938672
115,senate,B001277,Blumenthal,CT,,D,83,0.228915662650602,0.32799846,-13.63938672
116,senate,B001277,Blumenthal,CT,,D,37,0.162162162162162,0.23849524,-13.63938672
0,senate,B001288,Booker,NJ,,Democrat,111,0.144144144144144,0.29697918,-14.1026978
115,senate,B001288,Booker,NJ,,D,84,0.154761904761905,0.32373327,-14.1026978
116,senate,B001288,Booker,NJ,,D,27,0.111111111111111,0.21374423,-14.1026978
0,senate,B001310,Braun,IN,,Republican,37,0.945945945945946,0.76572475,19.16519376
116,senate,B001310,Braun,IN,,R,37,0.945945945945946,0.76572475,19.16519376
0,senate,C000127,Cantwell,WA,,Democrat,120,0.25,0.28163121,-15.4790881
115,senate,C000127,Cantwell,WA,,D,84,0.273809523809524,0.31016827,-15.4790881
116,senate,C000127,Cantwell,WA,,D,36,0.194444444444444,0.21504473,-15.4790881
0,senate,C000141,Cardin,MD,,Democrat,120,0.258333333333333,0.21167264,-26.41643951
115,senate,C000141,Cardin,MD,,D,84,0.285714285714286,0.23655615,-26.41643951
116,senate,C000141,Cardin,MD,,D,36,0.194444444444444,0.15361112,-26.41643951
0,senate,C000174,Carper,DE,,Democrat,121,0.305785123966942,0.32493517,-11.43051247
115,senate,C000174,Carper,DE,,D,84,0.369047619047619,0.35394828,-11.43051247
116,senate,C000174,Carper,DE,,D,37,0.162162162162162,0.25906757,-11.43051247
0,senate,C000567,Cochran,MS,,Republican,68,0.970588235294118,0.82996148,17.82624982
115,senate,C000567,Cochran,MS,,R,68,0.970588235294118,0.82996148,17.82624982
0,senate,C000880,Crapo,ID,,Republican,117,0.931623931623932,0.89274092,31.76941855
115,senate,C000880,Crapo,ID,,R,83,0.927710843373494,0.90545073,31.76941855
116,senate,C000880,Crapo,ID,,R,34,0.941176470588235,0.86171405,31.76941855
0,senate,C001035,Collins,ME,,Republican,121,0.669421487603306,0.45210228,-2.96044935
115,senate,C001035,Collins,ME,,R,84,0.773809523809524,0.48641584,-2.96044935
116,senate,C001035,Collins,ME,,R,37,0.432432432432432,0.37420122,-2.96044935
0,senate,C001047,Capito,WV,,Republican,119,0.949579831932773,0.91892316,42.15364679
115,senate,C001047,Capito,WV,,R,83,0.963855421686747,0.92154115,42.15364679
116,senate,C001047,Capito,WV,,R,36,0.916666666666667,0.91288726,42.15364679
0,senate,C001056,Cornyn,TX,,Republican,121,0.950413223140496,0.67643335,8.9994276
115,senate,C001056,Cornyn,TX,,R,84,0.964285714285714,0.70793753,8.9994276
116,senate,C001056,Cornyn,TX,,R,37,0.918918918918919,0.60491036,8.9994276
0,senate,C001070,Casey,PA,,Democrat,121,0.297520661157025,0.5215813,0.72426964
115,senate,C001070,Casey,PA,,D,84,0.321428571428571,0.55686645,0.72426964
116,senate,C001070,Casey,PA,,D,37,0.243243243243243,0.44147448,0.72426964
0,senate,C001071,Corker,TN,,Republican,81,0.839506172839506,0.87920266,26.0057009
115,senate,C001071,Corker,TN,,R,81,0.839506172839506,0.87920266,26.0057009
0,senate,C001075,Cassidy,LA,,Republican,120,0.916666666666667,0.81902472,19.63911856
115,senate,C001075,Cassidy,LA,,R,84,0.94047619047619,0.83900553,19.63911856
116,senate,C001075,Cassidy,LA,,R,36,0.861111111111111,0.77240283,19.63911856
0,senate,C001088,Coons,DE,,Democrat,120,0.3,0.32662074,-11.43051247
115,senate,C001088,Coons,DE,,D,83,0.349397590361446,0.3567348,-11.43051247
116,senate,C001088,Coons,DE,,D,37,0.189189189189189,0.25906757,-11.43051247
0,senate,C001095,Cotton,AR,,Republican,121,0.87603305785124,0.87290983,26.92097803
115,senate,C001095,Cotton,AR,,R,84,0.892857142857143,0.88744937,26.92097803
116,senate,C001095,Cotton,AR,,R,37,0.837837837837838,0.83990114,26.92097803
0,senate,C001096,Cramer,ND,,Republican,127,0.968503937007874,0.93111477,35.72888837
116,senate,C001096,Cramer,ND,,R,36,0.916666666666667,0.88039398,35.72888837
0,senate,C001098,Cruz,TX,,Republican,118,0.923728813559322,0.68161982,8.9994276
115,senate,C001098,Cruz,TX,,R,84,0.916666666666667,0.70793753,8.9994276
116,senate,C001098,Cruz,TX,,R,34,0.941176470588235,0.61659958,8.9994276
0,senate,C001113,Cortez Masto,NV,,Democrat,121,0.289256198347107,0.46199887,-2.41712836
115,senate,C001113,Cortez Masto,NV,,D,84,0.345238095238095,0.49654138,-2.41712836
116,senate,C001113,Cortez Masto,NV,,D,37,0.162162162162162,0.38357802,-2.41712836
0,senate,D000563,Durbin,IL,,Democrat,118,0.245762711864407,0.26862578,-17.06361362
115,senate,D000563,Durbin,IL,,D,82,0.25609756097561,0.29062649,-17.06361362
116,senate,D000563,Durbin,IL,,D,36,0.222222222222222,0.21851306,-17.06361362
0,senate,D000607,Donnelly,IN,,Democrat,83,0.542168674698795,0.83336329,19.16519376
115,senate,D000607,Donnelly,IN,,D,83,0.542168674698795,0.83336329,19.16519376
0,senate,D000618,Daines,MT,,Republican,120,0.858333333333333,0.82553382,20.42273211
115,senate,D000618,Daines,MT,,R,83,0.879518072289157,0.84560128,20.42273211
116,senate,D000618,Daines,MT,,R,37,0.810810810810811,0.78051761,20.42273211
0,senate,D000622,Duckworth,IL,,Democrat,116,0.258620689655172,0.27244882,-17.06361362
115,senate,D000622,Duckworth,IL,,D,82,0.280487804878049,0.2911984,-17.06361362
116,senate,D000622,Duckworth,IL,,D,34,0.205882352941176,0.22722923,-17.06361362
0,senate,E000285,Enzi,WY,,Republican,120,0.9,0.92166217,46.29527573
115,senate,E000285,Enzi,WY,,R,84,0.892857142857143,0.92394906,46.29527573
116,senate,E000285,Enzi,WY,,R,36,0.916666666666667,0.91632608,46.29527573
0,senate,E000295,Ernst,IA,,Republican,121,0.909090909090909,0.68329698,9.40683805
115,senate,E000295,Ernst,IA,,R,84,0.916666666666667,0.71443383,9.40683805
116,senate,E000295,Ernst,IA,,R,37,0.891891891891892,0.61260792,9.40683805
0,senate,F000062,Feinstein,CA,,Democrat,120,0.25,0.20246839,-30.10929307
115,senate,F000062,Feinstein,CA,,D,83,0.27710843373494,0.22272426,-30.10929307
116,senate,F000062,Feinstein,CA,,D,37,0.189189189189189,0.15702954,-30.10929307
0,senate,F000444,Flake,AZ,,Republican,80,0.8125,0.60153693,3.54559463
